,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
270700,2014-05-01,0:00:00,140,0,0,answered,0.0,0.0,1.0,0.0,9277.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG4
270701,2014-05-01,0:01:00,86,127,0,answered,1.0,0.0,0.0,0.0,0.0,0.0,279.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG8
270702,2014-05-01,0:01:00,263,0,0,answered,2.0,0.0,0.0,0.0,9288.0,9282.0,440.0,439.0,Fran-Site,Lon-Site,NoTG,TG5
270703,2014-05-01,0:30:00,508,0,0,answered,0.0,0.0,0.0,0.0,6129.0,9284.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
270704,2014-05-01,0:30:00,365,0,0,ringing,0.0,0.0,0.0,0.0,5418.0,9281.0,0.0,440.0,Lon-Site,Lon-Site,TG6,es-trunk
270705,2014-05-01,0:30:00,274,1,0,answered,0.0,0.0,0.0,0.0,3843.0,0.0,440.0,440.0,Lon-Site,Fran-Site,TG5,TG0
270706,2014-05-01,0:42:00,160,31,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,0.0,0.0,WaDC-Site,Lon-Site,eu-trunk,es-trunk
270707,2014-05-01,0:50:00,97,0,0,answered,0.0,0.0,3.0,0.0,0.0,9284.0,279.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
270708,2014-05-01,1:00:00,0,1,480,answered,0.0,2.0,12.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,TG0
270709,2014-05-01,1:00:00,98,0,0,answered,25.0,0.0,10.0,0.0,0.0,9285.0,279.0,0.0,Fran-Site,Fran-Site,TG0,es-trunk
270710,2014-05-01,1:00:00,511,0,404,answered,0.0,0.0,7.0,0.0,0.0,0.0,267.0,440.0,Mia-Site,Lon-Site,TG0,es-trunk
270711,2014-05-01,1:00:00,119,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9288.0,279.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
270712,2014-05-01,1:01:00,92,1,487,answered,0.0,0.0,24.0,0.0,5418.0,9283.0,0.0,440.0,Lon-Site,Fran-Site,TG1,TG0
270713,2014-05-01,1:01:00,325,16,404,answered,0.0,0.0,10.0,0.0,0.0,9281.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG8
270714,2014-05-01,1:30:00,85,1,0,answered,7.0,0.0,0.0,0.0,9288.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG7
270715,2014-05-01,1:30:00,445,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9281.0,0.0,440.0,Fran-Site,Fran-Site,eu-trunk,es-trunk
270716,2014-05-01,1:30:00,361,0,0,answered,0.0,0.0,0.0,0.0,4903.0,9284.0,279.0,439.0,Fran-Site,Lon-Site,NoTG,TG0
270717,2014-05-01,2:00:00,285,1,480,answered,0.0,0.0,0.0,0.0,0.0,9284.0,440.0,366.0,Lon-Site,Fran-Site,TG0,TG8
270718,2014-05-01,2:05:00,2,31,486,answered,0.0,0.0,0.0,0.0,0.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
270719,2014-05-01,2:30:00,593,0,486,ringing,32.0,0.0,1.0,0.0,5418.0,0.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG8
270720,2014-05-01,2:35:00,412,31,0,answered,22.0,0.0,3.0,0.0,5412.0,9284.0,337.0,0.0,Lon-Site,Lon-Site,NoTG,NoTG
270721,2014-05-01,2:53:00,296,0,0,answered,0.0,0.0,0.0,0.0,5424.0,7122.0,361.0,440.0,Lon-Site,Fran-Site,NoTG,NoTG
270722,2014-05-01,2:53:00,754,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
270723,2014-05-01,3:00:00,88,0,480,answered,1.0,0.0,0.0,0.0,9288.0,9287.0,280.0,440.0,Fran-Site,Lon-Site,TG1,es-trunk
270724,2014-05-01,3:00:00,119,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
270725,2014-05-01,3:00:56,363,1,0,answered,0.0,0.0,0.0,0.0,9283.0,0.0,0.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
270726,2014-05-01,3:28:00,312,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,115.0,440.0,Fran-Site,Lon-Site,eu-trunk,TG0
270727,2014-05-01,4:00:00,88,31,480,answered,0.0,2.0,0.0,0.0,5424.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,TG5,es-trunk
270728,2014-05-01,4:59:00,270,0,0,answered,16.0,0.0,5.0,0.0,5424.0,9287.0,440.0,440.0,Fran-Site,Lon-Site,TG0,es-trunk
270729,2014-05-01,5:05:00,175,0,0,answered,0.0,1.0,0.0,0.0,6129.0,9288.0,279.0,440.0,Fran-Site,Fran-Site,TG8,es-trunk
270730,2014-05-01,6:00:00,499,16,0,answered,0.0,0.0,2.0,0.0,5400.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
270731,2014-05-01,6:50:00,448,0,404,answered,0.0,0.0,9.0,0.0,5609.0,0.0,298.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
270732,2014-05-01,7:30:00,85,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9283.0,190.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
270733,2014-05-01,7:30:00,1982,1,0,ringing,0.0,0.0,0.0,0.0,0.0,9284.0,280.0,440.0,Lon-Site,Mia-Site,NoTG,es-trunk
