,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
116300,2017-06-15,22:00:00,381,1,0,answered,0.0,0.0,1.0,0.0,9249.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
116301,2017-06-15,22:15:00,633,0,487,ringing,0.0,0.0,1.0,0.0,9281.0,9283.0,439.0,411.0,Fran-Site,Fran-Site,NoTG,es-trunk
116302,2017-06-15,22:30:00,322,21,0,answered,0.0,0.0,4.0,0.0,9281.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,TG8,NoTG
116303,2017-06-15,22:52:00,390,0,0,ringing,0.0,0.0,4.0,0.0,5531.0,8265.0,279.0,439.0,Lon-Site,Lon-Site,TG8,TG0
116304,2017-06-15,23:00:00,245,0,0,ringing,0.0,0.0,0.0,0.0,0.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
116305,2017-06-15,23:00:00,83,0,0,answered,0.0,0.0,0.0,1.0,3676.0,9284.0,411.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
116306,2017-06-15,23:15:00,87,0,487,ringing,5.0,1.0,1.0,0.0,0.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,pt-trunk
116307,2017-06-15,23:20:00,109,0,0,ringing,5.0,0.0,0.0,0.0,5418.0,9286.0,279.0,439.0,Fran-Site,Lon-Site,NoTG,TG0
116308,2017-06-15,23:25:00,359,0,0,answered,0.0,1.0,5.0,0.0,5424.0,9288.0,433.0,440.0,Lon-Site,Lon-Site,TG8,es-trunk
116309,2017-06-15,23:25:00,421,0,0,call-attempt,0.0,0.0,0.0,0.0,9281.0,6272.0,279.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
