,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
201300,2015-09-04,14:50:00,328,0,480,answered,9.0,0.0,4.0,0.0,9320.0,9283.0,0.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
201301,2015-09-04,15:00:00,234,0,0,ringing,0.0,0.0,2.0,0.0,0.0,9284.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
201302,2015-09-04,15:10:00,336,0,487,answered,0.0,0.0,1.0,0.0,3843.0,0.0,289.0,0.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
201303,2015-09-04,15:13:00,0,16,0,answered,0.0,0.0,3.0,0.0,5418.0,9274.0,440.0,321.0,Lon-Site,Lon-Site,TG0,es-trunk
201304,2015-09-04,15:15:00,108,31,0,answered,19.0,0.0,7.0,0.0,9288.0,9284.0,337.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
201305,2015-09-04,15:20:00,87,0,0,answered,2.0,0.0,423.0,0.0,5609.0,9278.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
201306,2015-09-04,15:30:00,414,16,0,ringing,9.0,0.0,0.0,1.0,0.0,0.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
201307,2015-09-04,15:30:00,427,31,487,call-attempt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,Lon-Site,Lon-Site,TG0,TG0
201308,2015-09-04,15:30:00,0,0,0,call-attempt,0.0,0.0,0.0,0.0,0.0,9281.0,301.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
201309,2015-09-04,15:40:00,586,0,0,answered,33.0,1.0,0.0,0.0,5418.0,9283.0,276.0,440.0,WaDC-Site,Lon-Site,NoTG,es-trunk
201310,2015-09-04,15:44:00,75,0,0,answered,40.0,0.0,1.0,0.0,9284.0,9284.0,0.0,439.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
201311,2015-09-04,15:44:00,415,0,486,answered,0.0,0.0,1.0,0.0,5424.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,us-trunk,es-trunk
201312,2015-09-04,15:44:00,86,16,0,answered,35.0,0.0,5.0,0.0,5424.0,0.0,278.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
201313,2015-09-04,16:00:00,0,0,487,ringing,0.0,0.0,29.0,0.0,9281.0,9284.0,283.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
201314,2015-09-04,16:00:00,266,0,0,answered,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
201315,2015-09-04,16:00:00,510,3,0,ringing,0.0,0.0,0.0,0.0,9277.0,9284.0,439.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
201316,2015-09-04,16:00:00,86,1,0,ringing,0.0,0.0,10.0,0.0,0.0,9286.0,431.0,440.0,Fran-Site,Lon-Site,TG0,es-trunk
201317,2015-09-04,16:00:00,81,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9285.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
201318,2015-09-04,16:00:00,98,0,404,answered,0.0,0.0,1.0,0.0,9320.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
201319,2015-09-04,16:00:00,0,0,0,answered,16.0,0.0,4.0,0.0,0.0,0.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
201320,2015-09-04,16:10:00,103,16,0,answered,0.0,8.0,0.0,0.0,9288.0,9287.0,293.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
201321,2015-09-04,16:25:00,393,0,0,answered,44.0,0.0,0.0,0.0,5418.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
201322,2015-09-04,16:25:00,299,31,487,ringing,0.0,0.0,17.0,0.0,5609.0,9281.0,274.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
201323,2015-09-04,16:30:00,83,16,0,ringing,0.0,0.0,0.0,0.0,9284.0,0.0,279.0,440.0,Lon-Site,Lon-Site,TG7,es-trunk
201324,2015-09-04,16:40:00,398,0,0,answered,4.0,0.0,0.0,0.0,9284.0,9277.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
201325,2015-09-04,17:00:00,599,0,0,answered,2.0,0.0,0.0,0.0,9121.0,9287.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,NoTG
201326,2015-09-04,17:00:00,369,31,487,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
201327,2015-09-04,17:00:00,113,0,0,ringing,0.0,0.0,4.0,0.0,9288.0,9280.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,TG0
201328,2015-09-04,17:00:00,388,0,0,answered,0.0,0.0,1.0,0.0,0.0,9281.0,0.0,321.0,Lon-Site,Lon-Site,eu-trunk,TG0
201329,2015-09-04,17:00:00,88,0,0,call-attempt,0.0,0.0,0.0,0.0,0.0,0.0,277.0,440.0,Lon-Site,Fran-Site,TG1,es-trunk
201330,2015-09-04,17:15:34,486,1,0,answered,19.0,0.0,0.0,0.0,4581.0,9284.0,279.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
201331,2015-09-04,17:20:00,308,19,0,answered,0.0,2.0,0.0,0.0,0.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,TG0,es-trunk
201332,2015-09-04,17:20:00,408,3,0,answered,0.0,0.0,0.0,0.0,9320.0,0.0,438.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
201333,2015-09-04,17:20:00,0,0,0,call-attempt,0.0,0.0,0.0,0.0,5430.0,0.0,279.0,440.0,Lon-Site,Fran-Site,eu-trunk,TG7
201334,2015-09-04,17:20:00,84,16,0,call-attempt,3.0,0.0,0.0,0.0,5424.0,9287.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
201335,2015-09-04,17:30:00,399,19,487,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,TG5,es-trunk
