,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
213400,2015-06-12,6:45:00,416,0,200,answered,2.0,0.0,0.0,0.0,8192.0,9284.0,440.0,440.0,Lon-Site,Fran-Site,NoTG,TG0
213401,2015-06-12,0:00:00,276,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,us-trunk,TG0
213402,2015-06-12,0:00:00,526,31,0,answered,0.0,0.0,15.0,0.0,0.0,0.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
213403,2015-06-12,0:01:00,528,16,0,answered,1.0,0.0,0.0,0.0,0.0,9282.0,308.0,440.0,Fran-Site,Fran-Site,NoTG,TG0
213404,2015-06-12,0:01:00,2,0,0,answered,17.0,0.0,0.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,NoTG
213405,2015-06-12,0:01:00,362,31,404,call-attempt,0.0,0.0,1.0,0.0,9320.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
213406,2015-06-12,0:01:00,81,0,404,answered,2.0,0.0,21.0,0.0,5677.0,9284.0,293.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
213407,2015-06-12,0:03:00,160,3,0,ringing,0.0,0.0,0.0,0.0,5424.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
213408,2015-06-12,0:30:00,726,19,0,ringing,20.0,0.0,26.0,0.0,5449.0,9287.0,437.0,440.0,Lon-Site,Fran-Site,TG7,es-trunk
213409,2015-06-12,1:00:00,147,0,0,answered,0.0,0.0,8.0,0.0,5418.0,9288.0,279.0,0.0,Fran-Site,Fran-Site,TG8,TG0
213410,2015-06-12,7:00:00,79,0,480,answered,0.0,0.0,0.0,0.0,9250.0,6482.0,344.0,0.0,Fran-Site,Lon-Site,TG0,es-trunk
213411,2015-06-12,7:00:00,0,1,404,answered,13.0,0.0,8.0,0.0,5424.0,9288.0,440.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
213412,2015-06-12,7:00:00,445,0,480,ringing,0.0,0.0,0.0,0.0,6146.0,9284.0,285.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG8
213413,2015-06-12,7:50:00,200,0,486,ringing,0.0,0.0,5.0,0.0,0.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
213414,2015-06-12,8:00:00,2084,28,0,ringing,0.0,0.0,6.0,0.0,9284.0,9288.0,0.0,440.0,Lon-Site,Lon-Site,TG1,es-trunk
213415,2015-06-12,8:40:00,521,0,0,answered,0.0,0.0,6.0,0.0,9284.0,0.0,427.0,0.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
213416,2015-06-12,8:45:00,361,0,0,ringing,30.0,0.0,1.0,0.0,9170.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
213417,2015-06-12,9:00:00,688,0,0,answered,0.0,0.0,2.0,0.0,0.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG4,TG0
213418,2015-06-12,9:00:00,418,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9276.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
213419,2015-06-12,9:00:00,58,16,0,ringing,1.0,0.0,0.0,0.0,5437.0,0.0,427.0,440.0,Lon-Site,Fran-Site,eu-trunk,TG0
