,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
42300,2018-12-23,10:30:00,0,0,0,answered,0.0,0.0,0.0,0.0,9187.0,0.0,440.0,439.0,Fran-Site,Lon-Site,eu-trunk,TG0
42301,2018-12-23,11:00:00,234,17,0,answered,0.0,0.0,0.0,0.0,5424.0,0.0,0.0,0.0,Lon-Site,Fran-Site,eu-trunk,TG0
42302,2018-12-23,11:00:00,87,0,0,ringing,0.0,0.0,0.0,0.0,5412.0,9284.0,280.0,0.0,Lon-Site,Fran-Site,TG1,TG0
42303,2018-12-23,11:11:00,637,0,487,ringing,0.0,0.0,4.0,0.0,9288.0,9288.0,279.0,439.0,Fran-Site,Lon-Site,NoTG,TG0
42304,2018-12-23,11:30:00,0,31,0,answered,0.0,0.0,0.0,0.0,5424.0,9286.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
42305,2018-12-23,11:31:00,534,31,0,ringing,1.0,0.0,4.0,0.0,9286.0,9283.0,281.0,439.0,Fran-Site,Lon-Site,TG4,es-trunk
42306,2018-12-23,12:00:00,568,0,0,answered,0.0,0.0,0.0,0.0,9281.0,9283.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
42307,2018-12-23,12:00:00,458,0,404,answered,0.0,0.0,0.0,1.0,9284.0,9287.0,279.0,411.0,Lon-Site,Fran-Site,TG2,TG0
42308,2018-12-23,12:00:00,473,16,0,answered,35.0,2.0,0.0,0.0,3155.0,9288.0,438.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
42309,2018-12-23,12:00:00,432,0,0,answered,0.0,0.0,0.0,0.0,5232.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG0,TG0
42310,2018-12-23,12:00:00,81,0,486,ringing,2.0,0.0,12.0,0.0,0.0,9284.0,279.0,239.0,Fran-Site,Lon-Site,NoTG,es-trunk
42311,2018-12-23,12:00:00,404,0,404,call-attempt,0.0,0.0,0.0,0.0,9284.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
42312,2018-12-23,12:15:00,81,0,0,answered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,Fran-Site,Lon-Site,NoTG,es-trunk
