,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
64200,2018-07-22,18:00:00,206,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9285.0,440.0,440.0,Lon-Site,Fran-Site,TG5,es-trunk
64201,2018-07-22,18:00:00,399,1,0,answered,36.0,14.0,0.0,0.0,5418.0,0.0,440.0,440.0,Fran-Site,Lon-Site,TG4,TG7
64202,2018-07-22,18:00:00,209,0,0,answered,0.0,0.0,5.0,0.0,6063.0,0.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
64203,2018-07-22,18:00:00,345,21,480,ringing,0.0,0.0,0.0,0.0,5418.0,9288.0,0.0,0.0,Fran-Site,Lon-Site,TG4,TG0
64204,2018-07-22,18:03:00,76,0,0,ringing,0.0,0.0,0.0,1.0,9320.0,9288.0,279.0,319.0,Lon-Site,Lon-Site,NoTG,TG0
64205,2018-07-22,18:40:00,113,0,487,answered,0.0,0.0,0.0,0.0,9284.0,9264.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
64206,2018-07-22,19:30:00,208,0,404,ringing,0.0,0.0,3.0,0.0,9284.0,9284.0,440.0,0.0,Lon-Site,Lon-Site,TG4,es-trunk
64207,2018-07-22,19:30:00,431,0,480,answered,21.0,0.0,7.0,0.0,0.0,0.0,440.0,440.0,Lon-Site,Lon-Site,us-trunk,TG0
64208,2018-07-22,19:30:00,267,1,0,answered,0.0,0.0,0.0,0.0,0.0,9286.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
64209,2018-07-22,19:30:00,458,0,0,answered,0.0,0.0,1.0,0.0,9261.0,9283.0,0.0,0.0,Lon-Site,Fran-Site,NoTG,TG0
64210,2018-07-22,19:30:00,325,16,0,call-attempt,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,Fran-Site,Fran-Site,eu-trunk,TG7
64211,2018-07-22,19:45:00,353,1,0,answered,0.0,0.0,2.0,0.0,0.0,0.0,0.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
64212,2018-07-22,19:48:00,80,16,487,call-attempt,27.0,0.0,0.0,0.0,5418.0,9284.0,285.0,0.0,Lon-Site,Lon-Site,us-trunk,TG0
64213,2018-07-22,19:55:00,492,127,487,answered,0.0,0.0,8.0,1.0,0.0,9283.0,440.0,0.0,Lon-Site,Lon-Site,TG0,es-trunk
64214,2018-07-22,19:55:00,509,31,0,ringing,0.0,0.0,0.0,0.0,9288.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
64215,2018-07-22,19:55:00,108,0,0,answered,0.0,0.0,1.0,0.0,0.0,9262.0,279.0,440.0,Fran-Site,Lon-Site,TG4,es-trunk
64216,2018-07-22,20:00:00,581,0,0,answered,24.0,0.0,0.0,0.0,6619.0,9295.0,438.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
64217,2018-07-22,20:00:00,282,16,0,ringing,0.0,0.0,0.0,0.0,9284.0,9284.0,298.0,439.0,Fran-Site,Lon-Site,NoTG,TG0
64218,2018-07-22,20:00:00,79,0,487,answered,12.0,0.0,74.0,0.0,5388.0,9287.0,279.0,411.0,Fran-Site,Lon-Site,NoTG,TG0
64219,2018-07-22,20:10:00,207,0,0,ringing,1.0,0.0,3.0,0.0,0.0,9276.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
64220,2018-07-22,20:15:00,0,16,0,answered,18.0,0.0,13.0,0.0,9284.0,7122.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
64221,2018-07-22,20:35:00,421,16,0,answered,0.0,0.0,13.0,0.0,9288.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
64222,2018-07-22,20:38:00,383,0,0,answered,3.0,0.0,1.0,0.0,5376.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
64223,2018-07-22,20:40:00,365,16,486,answered,0.0,0.0,4.0,0.0,5533.0,9282.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
64224,2018-07-22,20:48:00,911,0,404,answered,1.0,0.0,0.0,0.0,5376.0,9284.0,277.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
64225,2018-07-22,20:50:00,492,19,404,call-attempt,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,TG1,es-trunk
64226,2018-07-22,21:00:00,389,31,0,answered,0.0,0.0,0.0,0.0,9243.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,TG0,TG8
64227,2018-07-22,21:00:00,299,1,0,ringing,0.0,0.0,0.0,0.0,5505.0,0.0,283.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
64228,2018-07-22,21:00:00,608,16,486,answered,17.0,0.0,0.0,10.0,5424.0,9287.0,279.0,0.0,Fran-Site,Lon-Site,eu-trunk,TG0
64229,2018-07-22,21:00:00,362,0,0,answered,0.0,5.0,6.0,0.0,5418.0,9283.0,440.0,440.0,Fran-Site,Fran-Site,TG8,es-trunk
64230,2018-07-22,21:15:00,219,31,0,call-attempt,22.0,0.0,0.0,0.0,9320.0,9284.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,TG0
64231,2018-07-22,21:30:00,55,17,0,answered,1.0,0.0,1.0,0.0,0.0,6359.0,0.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
64232,2018-07-22,21:42:00,352,0,0,ringing,1.0,0.0,5.0,0.0,9281.0,9280.0,279.0,0.0,Lon-Site,Fran-Site,NoTG,es-trunk
64233,2018-07-22,22:00:00,391,0,0,answered,0.0,0.0,0.0,0.0,0.0,9287.0,440.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
64234,2018-07-22,22:09:00,98,1,0,answered,0.0,0.0,0.0,0.0,9282.0,9280.0,440.0,0.0,Lon-Site,Lon-Site,TG0,TG0
64235,2018-07-22,22:13:00,340,0,0,answered,24.0,0.0,0.0,0.0,9288.0,9190.0,440.0,439.0,Fran-Site,Lon-Site,TG1,TG0
64236,2018-07-22,22:13:00,416,1,487,answered,0.0,0.0,0.0,0.0,0.0,9280.0,0.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
64237,2018-07-22,22:13:00,0,16,0,ringing,0.0,33.0,5.0,0.0,5424.0,9283.0,0.0,440.0,Lon-Site,Fran-Site,TG6,es-trunk
64238,2018-07-22,22:13:00,685,18,0,ringing,3.0,0.0,6.0,0.0,5424.0,0.0,438.0,0.0,Fran-Site,Lon-Site,TG2,es-trunk
64239,2018-07-22,22:21:00,373,0,0,answered,1.0,0.0,1.0,0.0,5424.0,9284.0,440.0,0.0,Lon-Site,Fran-Site,NoTG,TG0
64240,2018-07-22,22:21:00,463,31,0,answered,0.0,1.0,0.0,0.0,0.0,0.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
64241,2018-07-22,22:21:00,424,0,0,answered,1.0,0.0,0.0,0.0,9170.0,9256.0,279.0,440.0,Fran-Site,Fran-Site,eu-trunk,es-trunk
64242,2018-07-22,22:21:00,132,0,480,answered,0.0,0.0,0.0,0.0,9173.0,0.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
64243,2018-07-22,22:30:00,416,0,0,ringing,0.0,0.0,17.0,0.0,5424.0,9285.0,277.0,438.0,Lon-Site,Lon-Site,NoTG,TG0
64244,2018-07-22,,428,0,0,answered,9.0,0.0,1.0,0.0,0.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,NoTG,TG0
64245,2018-07-22,,176,16,0,call-attempt,0.0,0.0,0.0,0.0,9173.0,9284.0,0.0,440.0,Fran-Site,Lon-Site,TG0,es-trunk
64246,2018-07-22,,76,0,487,answered,0.0,0.0,4.0,0.0,0.0,9285.0,440.0,439.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
64247,2018-07-22,,108,0,0,answered,0.0,0.0,0.0,0.0,5418.0,0.0,279.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
64248,2018-07-22,,359,0,0,call-attempt,0.0,0.0,0.0,0.0,9320.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
64249,2018-07-22,,257,0,0,answered,19.0,1.0,0.0,0.0,9284.0,9284.0,279.0,440.0,Mia-Site,Fran-Site,NoTG,TG0
64250,2018-07-22,23:30:00,404,0,0,answered,0.0,0.0,0.0,0.0,9250.0,0.0,279.0,439.0,Lon-Site,Fran-Site,TG0,TG0
64251,2018-07-22,23:30:00,333,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,TG7,TG0
64252,2018-07-22,,280,21,404,ringing,0.0,0.0,5.0,0.0,9288.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
64253,2018-07-21,21:50:00,274,0,487,call-attempt,0.0,0.0,2.0,0.0,4903.0,9284.0,287.0,440.0,Fran-Site,Lon-Site,eu-trunk,TG0
64254,2018-07-21,21:50:00,87,17,480,answered,0.0,0.0,4.0,102.0,3161.0,7146.0,438.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
64255,2018-07-21,,408,1,0,call-attempt,8.0,0.0,3.0,0.0,9288.0,0.0,277.0,440.0,Fran-Site,Lon-Site,TG5,TG0
64256,2018-07-21,,693,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9285.0,440.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
64257,2018-07-21,22:00:00,408,0,0,answered,0.0,0.0,27.0,0.0,0.0,8262.0,286.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
