,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
228600,2015-02-24,16:00:00,307,16,487,call-attempt,0.0,0.0,0.0,0.0,9166.0,0.0,440.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
228601,2015-02-24,16:00:00,424,0,0,answered,0.0,0.0,1.0,0.0,9288.0,9284.0,280.0,440.0,Lon-Site,Fran-Site,eu-trunk,NoTG
228602,2015-02-24,16:00:00,299,0,404,ringing,0.0,0.0,2.0,0.0,9284.0,9281.0,440.0,440.0,Lon-Site,Lon-Site,TG0,es-trunk
228603,2015-02-24,16:00:00,609,0,0,answered,0.0,0.0,0.0,0.0,5424.0,0.0,279.0,439.0,Fran-Site,Lon-Site,NoTG,es-trunk
228604,2015-02-24,16:00:00,305,0,0,answered,22.0,0.0,1.0,0.0,0.0,9284.0,440.0,0.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
228605,2015-02-24,16:12:00,458,0,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,0.0,439.0,Lon-Site,Lon-Site,TG5,es-trunk
228606,2015-02-24,16:25:00,322,16,487,answered,0.0,0.0,0.0,0.0,5418.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,TG5,es-trunk
228607,2015-02-24,16:30:00,567,31,487,ringing,13.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,Fran-Site,Lon-Site,us-trunk,TG0
228608,2015-02-24,16:30:00,304,17,0,answered,0.0,0.0,0.0,0.0,0.0,0.0,283.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
228609,2015-02-24,17:00:00,384,1,480,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
228610,2015-02-24,17:00:00,145,0,0,answered,0.0,0.0,16.0,0.0,9271.0,9283.0,0.0,439.0,Lon-Site,Lon-Site,NoTG,TG0
228611,2015-02-24,17:30:00,78,1,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,284.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
228612,2015-02-24,17:50:00,0,31,0,answered,0.0,0.0,0.0,0.0,9320.0,9288.0,279.0,365.0,Fran-Site,Lon-Site,NoTG,TG0
228613,2015-02-24,18:00:00,305,0,487,answered,0.0,0.0,13.0,0.0,9288.0,0.0,0.0,440.0,Fran-Site,Fran-Site,NoTG,TG0
228614,2015-02-24,18:00:00,394,0,487,answered,0.0,0.0,14.0,0.0,5412.0,6252.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
228615,2015-02-24,18:00:00,77,16,0,ringing,37.0,0.0,3.0,0.0,5418.0,9284.0,0.0,411.0,Fran-Site,Lon-Site,NoTG,TG0
228616,2015-02-24,18:14:00,266,28,0,answered,0.0,0.0,0.0,0.0,8918.0,9287.0,289.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
228617,2015-02-24,18:20:00,326,0,0,answered,1.0,0.0,0.0,0.0,9281.0,0.0,0.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
228618,2015-02-24,18:30:00,267,16,487,answered,0.0,0.0,0.0,0.0,5394.0,9288.0,283.0,440.0,Fran-Site,Lon-Site,TG2,TG0
228619,2015-02-24,18:50:00,408,0,480,answered,0.0,0.0,0.0,0.0,5324.0,8262.0,279.0,300.0,Fran-Site,Fran-Site,NoTG,es-trunk
228620,2015-02-24,19:00:00,0,0,0,ringing,28.0,0.0,5.0,0.0,9288.0,9284.0,411.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
228621,2015-02-24,19:00:00,449,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9288.0,440.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
228622,2015-02-24,19:10:00,349,0,0,answered,4.0,0.0,21.0,0.0,9121.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
228623,2015-02-24,19:15:00,106,0,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,eu-trunk,TG0
228624,2015-02-24,19:37:00,393,0,484,answered,0.0,0.0,4.0,0.0,0.0,9284.0,0.0,440.0,Lon-Site,Fran-Site,eu-trunk,es-trunk
228625,2015-02-24,20:00:00,155,0,487,answered,0.0,0.0,1.0,0.0,0.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
228626,2015-02-24,20:00:00,291,3,404,call-attempt,0.0,0.0,3.0,0.0,5443.0,9284.0,0.0,439.0,Fran-Site,Lon-Site,NoTG,TG0
228627,2015-02-24,20:00:00,412,16,0,answered,0.0,0.0,5.0,0.0,9284.0,0.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
228628,2015-02-24,20:15:00,98,0,0,ringing,2.0,0.0,0.0,0.0,5418.0,9292.0,279.0,0.0,Mia-Site,Fran-Site,NoTG,TG0
