,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
71200,2018-06-07,19:11:00,111,31,404,answered,16.0,0.0,0.0,0.0,9288.0,0.0,440.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
71201,2018-06-07,19:14:00,567,0,0,answered,0.0,0.0,0.0,0.0,5430.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,TG5,es-trunk
71202,2018-06-07,22:00:00,534,16,0,ringing,0.0,0.0,5.0,0.0,5412.0,9284.0,440.0,0.0,Lon-Site,Lon-Site,TG0,TG7
71203,2018-06-07,22:30:00,168,0,0,ringing,0.0,0.0,4.0,0.0,5418.0,0.0,278.0,439.0,Fran-Site,Lon-Site,NoTG,TG4
71204,2018-06-07,22:30:00,113,0,0,answered,0.0,0.0,0.0,0.0,5443.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,TG5,TG0
71205,2018-06-07,22:30:00,0,1,404,ringing,37.0,0.0,0.0,0.0,5382.0,0.0,316.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
71206,2018-06-07,22:48:00,236,0,0,call-attempt,2.0,0.0,7.0,0.0,5418.0,9283.0,0.0,440.0,Lon-Site,Lon-Site,TG0,es-trunk
71207,2018-06-07,22:55:00,412,0,404,answered,0.0,0.0,5.0,0.0,5424.0,0.0,313.0,440.0,WaDC-Site,Lon-Site,TG1,es-trunk
71208,2018-06-07,23:00:00,655,0,0,ringing,0.0,0.0,1.0,0.0,5570.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
71209,2018-06-07,23:00:00,332,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG8
71210,2018-06-07,23:25:00,0,0,404,ringing,0.0,1.0,1.0,0.0,5424.0,9283.0,436.0,318.0,Fran-Site,Lon-Site,TG0,TG0
71211,2018-06-07,23:27:00,155,1,0,answered,21.0,0.0,0.0,0.0,5430.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG5,es-trunk
71212,2018-06-07,23:30:00,404,0,0,ringing,36.0,0.0,0.0,0.0,5424.0,9284.0,440.0,439.0,Fran-Site,Lon-Site,eu-trunk,NoTG
71213,2018-06-07,23:50:00,347,0,487,ringing,0.0,0.0,0.0,1.0,0.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,eu-trunk,TG0
71214,2018-06-06,18:00:00,373,0,487,call-attempt,15.0,0.0,1.0,0.0,8262.0,9283.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
71215,2018-06-06,18:00:00,98,0,0,ringing,0.0,0.0,5.0,0.0,8757.0,9284.0,279.0,440.0,Fran-Site,Fran-Site,TG8,TG0
71216,2018-06-06,18:00:00,175,0,0,ringing,0.0,0.0,6.0,0.0,5443.0,0.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
71217,2018-06-06,18:15:00,405,0,0,ringing,0.0,0.0,11.0,0.0,0.0,9288.0,0.0,439.0,Fran-Site,Lon-Site,eu-trunk,TG7
71218,2018-06-06,18:20:00,391,0,487,answered,0.0,0.0,7.0,0.0,5828.0,9284.0,0.0,439.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
71219,2018-06-06,18:30:00,412,0,0,answered,0.0,0.0,16.0,0.0,5412.0,9278.0,281.0,440.0,Lon-Site,Lon-Site,TG2,TG0
71220,2018-06-06,0:00:00,368,31,487,answered,0.0,0.0,0.0,0.0,0.0,0.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
71221,2018-06-06,0:00:00,492,17,0,answered,0.0,0.0,3.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
71222,2018-06-06,0:00:00,0,3,0,ringing,23.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG8
71223,2018-06-06,0:01:00,229,16,0,answered,0.0,0.0,4.0,0.0,9203.0,9281.0,279.0,438.0,Lon-Site,Fran-Site,eu-trunk,es-trunk
71224,2018-06-06,0:05:00,430,0,404,answered,2.0,0.0,0.0,0.0,9281.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
71225,2018-06-06,0:30:00,477,1,0,answered,0.0,0.0,4.0,0.0,9284.0,9284.0,0.0,439.0,Fran-Site,Lon-Site,NoTG,es-trunk
71226,2018-06-06,0:30:00,84,0,0,ringing,1.0,0.0,5.0,0.0,9283.0,9288.0,0.0,0.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
71227,2018-06-06,0:30:00,390,31,0,answered,0.0,1.0,0.0,0.0,0.0,9285.0,0.0,0.0,Lon-Site,Fran-Site,eu-trunk,es-trunk
71228,2018-06-06,0:30:00,373,0,0,answered,0.0,2.0,0.0,0.0,5418.0,9288.0,0.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
71229,2018-06-06,0:30:00,327,0,0,call-attempt,0.0,0.0,0.0,0.0,5376.0,9284.0,278.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
71230,2018-06-06,0:30:00,0,0,487,answered,0.0,0.0,0.0,0.0,0.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
71231,2018-06-06,0:40:00,206,1,0,answered,0.0,0.0,3.0,0.0,9018.0,9277.0,433.0,440.0,Lon-Site,Fran-Site,NoTG,TG7
71232,2018-06-06,0:41:00,362,0,404,ringing,6.0,0.0,5.0,0.0,0.0,0.0,267.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
71233,2018-06-06,0:41:00,393,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,es-trunk
71234,2018-06-06,0:45:00,405,1,0,answered,0.0,0.0,0.0,0.0,9284.0,9285.0,279.0,440.0,Mia-Site,Lon-Site,NoTG,TG0
71235,2018-06-06,0:45:00,104,16,0,answered,0.0,0.0,0.0,0.0,5418.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
71236,2018-06-06,0:45:00,82,0,0,answered,1.0,0.0,0.0,0.0,5412.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,eu-trunk,es-trunk
71237,2018-06-06,0:46:00,485,16,0,answered,0.0,3.0,6.0,0.0,9284.0,0.0,0.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
71238,2018-06-06,0:59:00,110,16,0,answered,0.0,0.0,2.0,0.0,0.0,9284.0,436.0,440.0,Lon-Site,Lon-Site,TG7,es-trunk
71239,2018-06-06,1:00:00,204,1,0,answered,0.0,0.0,23.0,0.0,9230.0,9267.0,0.0,440.0,WaDC-Site,Lon-Site,NoTG,es-trunk
71240,2018-06-06,1:01:00,372,0,0,call-attempt,0.0,0.0,6.0,0.0,9288.0,9287.0,286.0,440.0,Fran-Site,Fran-Site,TG1,TG8
71241,2018-06-06,1:01:00,284,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9286.0,440.0,440.0,Lon-Site,Mia-Site,NoTG,TG0
71242,2018-06-06,1:30:00,359,0,0,ringing,0.0,0.0,51.0,0.0,9284.0,9284.0,440.0,439.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
71243,2018-06-06,1:45:00,0,31,0,answered,1.0,1.0,0.0,0.0,5418.0,9284.0,440.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
71244,2018-06-06,1:56:19,58,0,404,call-attempt,0.0,0.0,5.0,0.0,5418.0,0.0,440.0,440.0,Lon-Site,Mia-Site,pt-trunk,es-trunk
