,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
78000,2018-04-22,20:45:00,342,19,0,answered,0.0,0.0,1.0,2.0,5424.0,0.0,440.0,0.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78001,2018-04-22,20:45:00,86,1,0,answered,1.0,0.0,5.0,0.0,0.0,9287.0,278.0,0.0,Lon-Site,Lon-Site,eu-trunk,TG0
78002,2018-04-22,20:55:00,570,0,0,answered,21.0,0.0,1.0,0.0,5418.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
78003,2018-04-22,21:00:00,175,0,486,answered,0.0,2.0,0.0,0.0,4642.0,9284.0,279.0,0.0,Lon-Site,Mia-Site,TG0,TG7
78004,2018-04-22,21:15:00,276,0,0,answered,14.0,0.0,0.0,0.0,8262.0,9284.0,440.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
78005,2018-04-22,21:18:00,81,0,0,answered,1.0,0.0,13.0,0.0,0.0,9284.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78006,2018-04-22,21:30:00,291,16,0,ringing,0.0,0.0,7.0,0.0,9183.0,9284.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
78007,2018-04-22,22:00:00,86,0,0,answered,0.0,32.0,0.0,0.0,4581.0,9284.0,279.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
78008,2018-04-22,22:00:00,510,19,0,answered,0.0,0.0,2.0,0.0,3893.0,9288.0,440.0,440.0,Fran-Site,Fran-Site,NoTG,NoTG
78009,2018-04-22,22:00:00,372,0,0,ringing,0.0,0.0,0.0,0.0,0.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78010,2018-04-22,22:25:00,175,16,0,ringing,0.0,0.0,0.0,0.0,9284.0,9287.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78011,2018-04-22,22:30:00,324,0,0,answered,1.0,0.0,0.0,0.0,0.0,9284.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
78012,2018-04-22,23:00:00,357,16,404,answered,0.0,0.0,0.0,0.0,9320.0,0.0,0.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78013,2018-04-22,23:07:00,0,19,486,answered,4.0,0.0,4.0,0.0,9243.0,9283.0,344.0,440.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78014,2018-04-22,23:07:00,412,1,0,answered,5.0,0.0,0.0,0.0,0.0,9284.0,0.0,440.0,Fran-Site,Fran-Site,eu-trunk,TG0
78015,2018-04-22,23:15:00,553,0,0,ringing,0.0,0.0,0.0,0.0,0.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78016,2018-04-22,23:20:00,375,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,eu-trunk,TG0
78017,2018-04-22,23:30:00,360,18,404,ringing,0.0,0.0,4.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
78018,2018-04-22,23:45:00,375,19,0,answered,0.0,0.0,26.0,0.0,5418.0,0.0,0.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78019,2018-04-21,15:30:00,424,31,0,call-attempt,0.0,0.0,0.0,0.0,9284.0,9284.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
78020,2018-04-21,15:47:00,372,16,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,201.0,0.0,Lon-Site,Fran-Site,eu-trunk,es-trunk
78021,2018-04-21,15:50:00,78,0,0,ringing,0.0,0.0,0.0,0.0,5418.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,NoTG
78022,2018-04-21,16:00:00,408,16,0,answered,0.0,39.0,0.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78023,2018-04-21,16:00:00,94,31,0,answered,0.0,1.0,0.0,0.0,9203.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
78024,2018-04-21,16:00:00,87,31,0,answered,0.0,0.0,0.0,0.0,0.0,9277.0,305.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
78025,2018-04-21,16:13:00,424,18,404,answered,36.0,0.0,17.0,1.0,0.0,9288.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78026,2018-04-21,16:30:00,430,0,0,answered,0.0,3.0,0.0,0.0,9288.0,9284.0,311.0,0.0,Fran-Site,Fran-Site,NoTG,TG0
78027,2018-04-21,16:50:00,671,16,480,answered,0.0,0.0,12.0,0.0,5726.0,9284.0,440.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
78028,2018-04-21,16:53:00,322,0,0,answered,0.0,0.0,12.0,0.0,9281.0,9288.0,279.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
78029,2018-04-21,16:55:00,339,0,0,answered,7.0,0.0,1.0,0.0,9288.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78030,2018-04-21,17:00:00,119,0,0,call-attempt,20.0,1.0,0.0,0.0,0.0,9287.0,440.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
78031,2018-04-21,17:15:00,428,19,0,ringing,0.0,0.0,16.0,0.0,4844.0,0.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78032,2018-04-21,17:30:00,332,16,0,ringing,2.0,0.0,0.0,0.0,0.0,9284.0,279.0,0.0,Fran-Site,Lon-Site,TG0,es-trunk
78033,2018-04-21,17:30:00,754,0,0,answered,1.0,0.0,4.0,0.0,9284.0,9284.0,279.0,308.0,Lon-Site,Fran-Site,NoTG,TG0
78034,2018-04-21,17:35:00,119,0,0,ringing,0.0,1.0,0.0,0.0,9288.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
78035,2018-04-21,17:40:00,173,3,0,answered,36.0,14.0,704.0,0.0,9288.0,0.0,285.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
78036,2018-04-21,17:40:00,525,19,404,answered,0.0,0.0,0.0,1.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG8,TG0
78037,2018-04-21,18:00:00,384,1,404,answered,0.0,1.0,0.0,0.0,0.0,9284.0,279.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
78038,2018-04-21,0:01:00,173,0,0,ringing,0.0,5.0,0.0,0.0,5418.0,9284.0,252.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
78039,2018-04-21,0:30:00,335,0,487,answered,0.0,0.0,0.0,0.0,5563.0,9283.0,440.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
78040,2018-04-21,0:35:00,110,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9287.0,319.0,439.0,Fran-Site,Fran-Site,eu-trunk,TG0
78041,2018-04-21,1:00:00,419,19,404,ringing,9.0,1.0,4.0,0.0,9288.0,9288.0,433.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
78042,2018-04-21,1:15:00,219,16,480,answered,2.0,0.0,0.0,0.0,9288.0,0.0,279.0,440.0,Lon-Site,Lon-Site,TG0,es-trunk
78043,2018-04-21,1:20:00,366,0,0,answered,0.0,0.0,16.0,0.0,5412.0,9284.0,319.0,440.0,Lon-Site,Mia-Site,NoTG,TG7
78044,2018-04-21,2:06:00,450,0,0,answered,0.0,0.0,1.0,0.0,0.0,9287.0,440.0,440.0,Lon-Site,Lon-Site,TG2,TG0
78045,2018-04-21,2:06:00,0,16,487,answered,36.0,31.0,2.0,0.0,9281.0,0.0,440.0,439.0,Fran-Site,Lon-Site,NoTG,TG0
78046,2018-04-21,2:10:00,400,0,0,ringing,0.0,0.0,26.0,0.0,0.0,0.0,440.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
78047,2018-04-21,2:50:00,313,31,0,answered,0.0,0.0,17.0,0.0,0.0,0.0,0.0,439.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78048,2018-04-21,3:00:00,175,0,480,call-attempt,0.0,0.0,5.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
78049,2018-04-21,3:24:00,348,0,0,ringing,0.0,0.0,0.0,0.0,0.0,0.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78050,2018-04-21,4:20:00,370,0,487,answered,0.0,0.0,1.0,0.0,0.0,9284.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78051,2018-04-21,5:00:00,348,0,0,answered,0.0,0.0,7.0,0.0,0.0,9284.0,279.0,439.0,Lon-Site,Fran-Site,NoTG,es-trunk
78052,2018-04-21,5:00:00,92,0,487,answered,0.0,0.0,0.0,0.0,5741.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,eu-trunk,TG0
78053,2018-04-21,5:25:00,396,16,0,ringing,1.0,0.0,0.0,0.0,9283.0,9287.0,440.0,439.0,Lon-Site,Fran-Site,NoTG,es-trunk
78054,2018-04-21,6:00:00,126,31,0,answered,0.0,0.0,7.0,1.0,5119.0,0.0,0.0,0.0,Fran-Site,Lon-Site,eu-trunk,TG0
78055,2018-04-21,6:45:00,342,16,0,ringing,0.0,0.0,0.0,0.0,9281.0,9288.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
78056,2018-04-21,7:15:00,294,19,0,answered,7.0,0.0,5.0,0.0,9286.0,9277.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78057,2018-04-21,7:15:00,293,0,0,call-attempt,1.0,0.0,14.0,0.0,8262.0,9288.0,0.0,324.0,Lon-Site,Lon-Site,eu-trunk,TG0
78058,2018-04-21,7:30:00,377,0,480,ringing,0.0,0.0,0.0,0.0,5418.0,6406.0,0.0,439.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78059,2018-04-21,8:00:00,488,31,0,ringing,0.0,1.0,2.0,0.0,0.0,9283.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,TG0
78060,2018-04-21,8:00:00,422,31,0,answered,1.0,0.0,0.0,0.0,5424.0,9287.0,440.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
78061,2018-04-21,8:15:00,706,0,0,ringing,49.0,0.0,0.0,0.0,0.0,6172.0,0.0,0.0,WaDC-Site,Lon-Site,eu-trunk,TG0
78062,2018-04-21,8:20:00,332,1,0,call-attempt,4.0,0.0,0.0,0.0,0.0,9288.0,439.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
78063,2018-04-21,8:30:00,83,0,487,ringing,0.0,0.0,0.0,0.0,5406.0,9280.0,0.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
78064,2018-04-21,8:50:00,425,0,0,answered,27.0,0.0,0.0,0.0,9288.0,9288.0,280.0,439.0,Lon-Site,Fran-Site,TG4,TG8
78065,2018-04-21,9:00:00,356,16,404,answered,0.0,0.0,3.0,0.0,5418.0,9288.0,440.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
78066,2018-04-21,9:00:00,436,0,0,call-attempt,0.0,0.0,0.0,0.0,9281.0,6356.0,0.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
78067,2018-04-21,9:00:00,0,0,0,ringing,1.0,0.0,12.0,0.0,0.0,0.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78068,2018-04-21,9:00:00,410,0,0,answered,0.0,0.0,0.0,0.0,9281.0,9288.0,440.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
78069,2018-04-21,9:00:00,86,1,0,answered,0.0,33.0,0.0,1.0,5492.0,9284.0,279.0,439.0,Fran-Site,Lon-Site,NoTG,es-trunk
78070,2018-04-21,9:30:00,331,0,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,438.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
78071,2018-04-21,9:45:00,238,0,0,answered,0.0,0.0,3978.0,0.0,9281.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,TG0
78072,2018-04-21,10:00:00,89,0,0,answered,2.0,0.0,7.0,0.0,9283.0,9288.0,0.0,412.0,Fran-Site,Lon-Site,eu-trunk,TG0
78073,2018-04-21,10:00:00,331,1,0,ringing,0.0,0.0,0.0,0.0,5974.0,9262.0,0.0,440.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78074,2018-04-21,10:00:00,356,1,0,answered,49.0,27.0,1.0,0.0,5418.0,9288.0,439.0,440.0,Fran-Site,Fran-Site,NoTG,TG0
78075,2018-04-21,10:00:00,81,0,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,0.0,0.0,Fran-Site,Lon-Site,TG0,es-trunk
78076,2018-04-21,10:20:00,505,0,0,answered,0.0,0.0,186.0,0.0,0.0,0.0,0.0,439.0,Lon-Site,Lon-Site,NoTG,TG0
78077,2018-04-21,10:22:00,391,16,0,answered,13.0,0.0,0.0,0.0,0.0,9284.0,440.0,300.0,Lon-Site,Lon-Site,eu-trunk,TG0
78078,2018-04-21,10:45:00,106,0,0,answered,0.0,0.0,7.0,0.0,5424.0,6172.0,279.0,440.0,Lon-Site,Lon-Site,TG4,es-trunk
78079,2018-04-21,11:00:00,473,0,404,answered,0.0,0.0,0.0,0.0,9320.0,0.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,NoTG
78080,2018-04-21,11:30:00,106,16,0,answered,0.0,0.0,0.0,0.0,5726.0,9284.0,440.0,439.0,Lon-Site,Fran-Site,TG0,TG0
78081,2018-04-21,11:50:00,543,0,0,answered,13.0,6.0,0.0,0.0,9261.0,9282.0,274.0,439.0,Fran-Site,Lon-Site,NoTG,es-trunk
78082,2018-04-21,,558,0,404,call-attempt,0.0,0.0,1.0,0.0,5430.0,0.0,411.0,0.0,Lon-Site,Mia-Site,NoTG,es-trunk
78083,2018-04-21,,220,16,0,ringing,0.0,1.0,4.0,0.0,0.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
78084,2018-04-21,12:00:00,362,0,480,answered,0.0,0.0,0.0,0.0,9284.0,0.0,279.0,440.0,Lon-Site,Fran-Site,TG4,TG0
78085,2018-04-21,12:00:00,146,31,480,answered,0.0,0.0,0.0,0.0,0.0,9284.0,283.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
78086,2018-04-21,12:00:00,87,0,0,answered,0.0,0.0,6.0,0.0,0.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
78087,2018-04-21,12:20:00,543,0,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,257.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
78088,2018-04-21,12:20:00,661,0,0,ringing,0.0,0.0,6.0,0.0,5418.0,9284.0,269.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
78089,2018-04-21,12:30:00,311,0,0,ringing,2.0,0.0,0.0,0.0,5418.0,0.0,311.0,439.0,Lon-Site,Lon-Site,NoTG,TG0
78090,2018-04-21,12:30:00,660,0,0,ringing,22.0,0.0,0.0,0.0,9170.0,9284.0,0.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
78091,2018-04-21,,457,1,0,answered,0.0,0.0,11.0,0.0,9187.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,es-trunk
78092,2018-04-21,13:00:00,473,16,480,ringing,30.0,0.0,0.0,0.0,6129.0,9280.0,440.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
78093,2018-04-21,13:05:00,443,1,480,call-attempt,0.0,1.0,3.0,0.0,5365.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG0,TG0
78094,2018-04-21,13:15:00,81,0,0,answered,4.0,0.0,5.0,0.0,6129.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
78095,2018-04-21,13:15:00,343,0,0,answered,0.0,0.0,0.0,0.0,0.0,9284.0,0.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
78096,2018-04-21,13:29:00,357,0,486,answered,0.0,0.0,5.0,0.0,9288.0,9284.0,440.0,440.0,Fran-Site,Fran-Site,TG6,TG0
78097,2018-04-21,13:30:00,340,0,487,answered,0.0,0.0,1.0,0.0,0.0,9284.0,440.0,439.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
78098,2018-04-21,13:40:00,750,0,0,answered,0.0,0.0,0.0,1.0,9288.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
78099,2018-04-21,14:00:00,78,3,0,ringing,32.0,0.0,0.0,0.0,5430.0,0.0,278.0,440.0,Fran-Site,Lon-Site,eu-trunk,TG0
