,Date,Time,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
52900,2018-10-06,14:13:00,85,1,484,ringing,0.0,0.0,0.0,0.0,0.0,0.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
52901,2018-10-06,14:19:00,456,16,404,answered,4.0,0.0,3.0,0.0,0.0,0.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
52902,2018-10-06,14:20:00,316,0,480,ringing,0.0,1.0,0.0,0.0,5418.0,9281.0,279.0,0.0,Fran-Site,Mia-Site,NoTG,es-trunk
52903,2018-10-06,14:30:00,313,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
52904,2018-10-06,14:30:00,190,0,0,answered,29.0,0.0,0.0,0.0,0.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
52905,2018-10-06,14:30:00,223,1,487,answered,9.0,0.0,0.0,0.0,5609.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG6,TG0
52906,2018-10-06,14:55:00,371,0,487,call-attempt,0.0,5.0,0.0,0.0,5424.0,0.0,0.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
52907,2018-10-06,15:21:00,355,1,0,answered,0.0,0.0,0.0,1.0,9284.0,0.0,0.0,410.0,Lon-Site,Fran-Site,NoTG,TG0
52908,2018-10-06,15:42:00,5535,0,0,answered,0.0,0.0,54.0,6.0,9170.0,9284.0,0.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
52909,2018-10-06,15:42:00,624,0,487,answered,0.0,0.0,0.0,0.0,0.0,9284.0,296.0,0.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
52910,2018-10-06,15:42:00,105,0,0,ringing,1.0,0.0,3.0,0.0,9284.0,0.0,296.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
52911,2018-10-06,15:42:00,409,0,0,answered,0.0,0.0,0.0,0.0,9287.0,9288.0,278.0,440.0,Fran-Site,Lon-Site,eu-trunk,es-trunk
52912,2018-10-06,15:42:00,404,0,0,answered,0.0,0.0,0.0,0.0,5424.0,9284.0,0.0,440.0,Lon-Site,Fran-Site,TG2,es-trunk
52913,2018-10-06,15:42:00,126,1,487,answered,4.0,0.0,0.0,0.0,5424.0,9284.0,440.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
52914,2018-10-06,15:42:00,83,0,487,answered,28.0,2.0,0.0,0.0,0.0,0.0,167.0,0.0,Lon-Site,Lon-Site,NoTG,TG0
52915,2018-10-06,15:42:00,444,0,0,call-attempt,0.0,0.0,0.0,0.0,5418.0,9287.0,278.0,439.0,Lon-Site,Lon-Site,eu-trunk,es-trunk
52916,2018-10-06,15:42:00,0,31,500,ringing,0.0,0.0,7.0,0.0,6207.0,9283.0,0.0,440.0,Fran-Site,Lon-Site,eu-trunk,TG0
52917,2018-10-06,15:42:00,122,0,404,ringing,0.0,0.0,0.0,0.0,5418.0,9284.0,284.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
52918,2018-10-06,15:45:00,0,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,300.0,Lon-Site,Fran-Site,NoTG,TG0
52919,2018-10-06,15:45:00,454,0,487,answered,2.0,0.0,0.0,1.0,9287.0,9282.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
52920,2018-10-06,15:58:00,79,0,0,ringing,0.0,0.0,0.0,1.0,0.0,0.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
52921,2018-10-06,,370,28,0,answered,0.0,1.0,0.0,0.0,9288.0,0.0,0.0,440.0,Fran-Site,Lon-Site,pt-trunk,TG0
52922,2018-10-06,,420,0,0,call-attempt,0.0,0.0,2.0,0.0,5418.0,9284.0,305.0,439.0,Fran-Site,Lon-Site,TG5,es-trunk
